vacant_days,reserved_days,occupancy,rate_avg,photos_count,superhost,latitude,longitude,guests,bedrooms,beds,baths,min_nights,cleaning_fee,extra_guest_fee,num_reviews,rating_overall,rating_accuracy,rating_checkin,rating_cleanliness,rating_communication,rating_location,rating_value,Hotel_Occupancy_Percentage,Average_Daily_Rate,Revenue_Per_Available_Room,is_winter,is_spring,is_summer,is_fall,num_public_holidays,num_major_events,non_resident_visitors,month,is_april,is_august,is_february,is_july,is_june,is_march,is_may,is_november,is_october,is_september,has_free_parking,has_gym,has_pool,listing_type_Entire condo,listing_type_Entire condominium,listing_type_Entire guest suite,listing_type_Entire guesthouse,listing_type_Entire home,listing_type_Entire house,listing_type_Entire loft,listing_type_Entire place,listing_type_Entire rental unit,listing_type_Entire townhouse,listing_type_Private room,listing_type_Private room in bungalow,listing_type_Private room in condo,listing_type_Private room in cottage,listing_type_Private room in guest suite,listing_type_Private room in guesthouse,listing_type_Private room in home,listing_type_Private room in loft,listing_type_Private room in rental unit,listing_type_Private room in townhouse,room_type_private_room,cancellation_policy_Flexible,cancellation_policy_Limited,cancellation_policy_Moderate,cancellation_policy_Strict,cancellation_policy_Super Strict 30 Days,avg_temp
13,17,0.567,482.6,43,0,43.6721,-79.3154,7,3,4,2.5,2,150,0,30,4.83,4.7,4.9,5.0,5.0,4.9,4.6,0.8139,245.37,199.71,0,0,1,0,0,1,514456,6,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.47
13,18,0.581,467.5,43,0,43.6721,-79.3154,7,3,4,2.5,2,150,0,30,4.83,4.7,4.9,5.0,5.0,4.9,4.6,0.8318,246.97,205.43,0,0,1,0,1,0,584440,7,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.215
13,18,0.581,471.2,43,0,43.6721,-79.3154,7,3,4,2.5,2,150,0,30,4.83,4.7,4.9,5.0,5.0,4.9,4.6,0.861,258.37,222.46,0,0,1,0,1,3,480120,8,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.435000000000002
16,14,0.467,449.3,43,0,43.6721,-79.3154,7,3,4,2.5,2,150,0,30,4.83,4.7,4.9,5.0,5.0,4.9,4.6,0.8008,283.12,226.73,0,0,0,1,1,1,411833,9,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.47
26,5,0.161,477.8,43,0,43.6721,-79.3154,7,3,4,2.5,2,150,0,30,4.83,4.7,4.9,5.0,5.0,4.9,4.6,0.7933,270.71,214.76,0,0,0,1,1,0,381184,10,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.535
30,0,0.0,456.3,43,0,43.6721,-79.3154,7,3,4,2.5,2,150,0,30,4.83,4.7,4.9,5.0,5.0,4.9,4.6,0.7303,253.67,185.26,0,0,0,1,1,0,259534,11,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.164999999999999
30,1,0.032,524.7,43,0,43.6721,-79.3154,7,3,4,2.5,2,150,0,30,4.83,4.7,4.9,5.0,5.0,4.9,4.6,0.5968,207.67,123.94,1,0,0,0,2,1,346898,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.11
17,11,0.393,90.1,21,1,43.6646,-79.3712,1,1,1,0.0,3,0,0,153,4.94,4.9,4.9,4.9,4.9,4.9,4.9,0.6638,204.04,135.44,1,0,0,0,1,0,197392,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,-3.925
27,4,0.129,87.4,21,1,43.6646,-79.3712,1,1,1,0.0,3,0,0,153,4.94,4.9,4.9,4.9,4.9,4.9,4.9,0.6805,226.44,154.1,0,1,0,0,0,0,251406,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.7699999999999998
2,28,0.933,90.1,21,1,43.6646,-79.3712,1,1,1,0.0,3,0,0,153,4.94,4.9,4.9,4.9,4.9,4.9,4.9,0.7364,223.71,164.75,0,1,0,0,1,0,322508,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,7.04
14,17,0.548,91.0,21,1,43.6646,-79.3712,1,1,1,0.0,3,0,0,153,4.94,4.9,4.9,4.9,4.9,4.9,4.9,0.7797,242.83,189.35,0,1,0,0,1,0,384863,5,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,13.889999999999999
9,21,0.7,88.9,21,1,43.6646,-79.3712,1,1,1,0.0,3,0,0,153,4.94,4.9,4.9,4.9,4.9,4.9,4.9,0.8139,245.37,199.71,0,0,1,0,0,1,514456,6,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,19.47
3,28,0.903,86.8,21,1,43.6646,-79.3712,1,1,1,0.0,3,0,0,153,4.94,4.9,4.9,4.9,4.9,4.9,4.9,0.8318,246.97,205.43,0,0,1,0,1,0,584440,7,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,22.215
1,30,0.968,91.8,21,1,43.6646,-79.3712,1,1,1,0.0,3,0,0,153,4.94,4.9,4.9,4.9,4.9,4.9,4.9,0.861,258.37,222.46,0,0,1,0,1,3,480120,8,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,21.435000000000002
4,26,0.867,90.7,21,1,43.6646,-79.3712,1,1,1,0.0,3,0,0,153,4.94,4.9,4.9,4.9,4.9,4.9,4.9,0.8008,283.12,226.73,0,0,0,1,1,1,411833,9,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,17.47
7,24,0.774,80.7,21,1,43.6646,-79.3712,1,1,1,0.0,3,0,0,153,4.94,4.9,4.9,4.9,4.9,4.9,4.9,0.7933,270.71,214.76,0,0,0,1,1,0,381184,10,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,10.535
13,17,0.567,84.3,21,1,43.6646,-79.3712,1,1,1,0.0,3,0,0,153,4.94,4.9,4.9,4.9,4.9,4.9,4.9,0.7303,253.67,185.26,0,0,0,1,1,0,259534,11,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,4.164999999999999
15,16,0.516,87.5,21,1,43.6646,-79.3712,1,1,1,0.0,3,0,0,153,4.94,4.9,4.9,4.9,4.9,4.9,4.9,0.5968,207.67,123.94,1,0,0,0,2,1,346898,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,-1.11
28,0,0.0,117.2,27,0,43.7698,-79.243,2,1,1,1.0,2,0,0,78,4.97,5.0,5.0,5.0,5.0,4.9,4.9,0.6638,204.04,135.44,1,0,0,0,1,0,197392,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.925
31,0,0.0,114.0,27,0,43.7698,-79.243,2,1,1,1.0,2,0,0,78,4.97,5.0,5.0,5.0,5.0,4.9,4.9,0.6805,226.44,154.1,0,1,0,0,0,0,251406,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7699999999999998
26,4,0.133,116.8,27,0,43.7698,-79.243,2,1,1,1.0,2,0,0,78,4.97,5.0,5.0,5.0,5.0,4.9,4.9,0.7364,223.71,164.75,0,1,0,0,1,0,322508,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.04
16,15,0.484,119.0,27,0,43.7698,-79.243,2,1,1,1.0,2,0,0,78,4.97,5.0,5.0,5.0,5.0,4.9,4.9,0.7797,242.83,189.35,0,1,0,0,1,0,384863,5,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.889999999999999
29,1,0.033,111.7,27,0,43.7698,-79.243,2,1,1,1.0,2,0,0,78,4.97,5.0,5.0,5.0,5.0,4.9,4.9,0.8139,245.37,199.71,0,0,1,0,0,1,514456,6,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.47
0,31,1.0,122.1,27,0,43.7698,-79.243,2,1,1,1.0,2,0,0,78,4.97,5.0,5.0,5.0,5.0,4.9,4.9,0.8318,246.97,205.43,0,0,1,0,1,0,584440,7,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.215
16,15,0.484,121.5,27,0,43.7698,-79.243,2,1,1,1.0,2,0,0,78,4.97,5.0,5.0,5.0,5.0,4.9,4.9,0.861,258.37,222.46,0,0,1,0,1,3,480120,8,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.435000000000002
27,3,0.1,105.2,27,0,43.7698,-79.243,2,1,1,1.0,2,0,0,78,4.97,5.0,5.0,5.0,5.0,4.9,4.9,0.8008,283.12,226.73,0,0,0,1,1,1,411833,9,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.47
31,0,0.0,109.6,27,0,43.7698,-79.243,2,1,1,1.0,2,0,0,78,4.97,5.0,5.0,5.0,5.0,4.9,4.9,0.7933,270.71,214.76,0,0,0,1,1,0,381184,10,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.535
30,0,0.0,115.5,27,0,43.7698,-79.243,2,1,1,1.0,2,0,0,78,4.97,5.0,5.0,5.0,5.0,4.9,4.9,0.7303,253.67,185.26,0,0,0,1,1,0,259534,11,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.164999999999999
31,0,0.0,118.2,27,0,43.7698,-79.243,2,1,1,1.0,2,0,0,78,4.97,5.0,5.0,5.0,5.0,4.9,4.9,0.5968,207.67,123.94,1,0,0,0,2,1,346898,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.11
0,28,1.0,90.8,88,0,43.6654,-79.3213,4,1,2,1.0,28,0,0,80,4.95,5.0,5.0,5.0,5.0,5.0,4.9,0.6638,204.04,135.44,1,0,0,0,1,0,197392,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-3.925
6,25,0.806,88.0,88,0,43.6654,-79.3213,4,1,2,1.0,28,0,0,80,4.95,5.0,5.0,5.0,5.0,5.0,4.9,0.6805,226.44,154.1,0,1,0,0,0,0,251406,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.7699999999999998
24,6,0.2,86.0,88,0,43.6654,-79.3213,4,1,2,1.0,28,0,0,80,4.95,5.0,5.0,5.0,5.0,5.0,4.9,0.7364,223.71,164.75,0,1,0,0,1,0,322508,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7.04
31,0,0.0,88.8,88,0,43.6654,-79.3213,4,1,2,1.0,28,0,0,80,4.95,5.0,5.0,5.0,5.0,5.0,4.9,0.7797,242.83,189.35,0,1,0,0,1,0,384863,5,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,13.889999999999999
22,8,0.267,85.5,88,0,43.6654,-79.3213,4,1,2,1.0,28,0,0,80,4.95,5.0,5.0,5.0,5.0,5.0,4.9,0.8139,245.37,199.71,0,0,1,0,0,1,514456,6,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,19.47
19,12,0.387,85.4,88,0,43.6654,-79.3213,4,1,2,1.0,28,0,0,80,4.95,5.0,5.0,5.0,5.0,5.0,4.9,0.8318,246.97,205.43,0,0,1,0,1,0,584440,7,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,22.215
4,27,0.871,82.8,88,0,43.6654,-79.3213,4,1,2,1.0,28,0,0,80,4.95,5.0,5.0,5.0,5.0,5.0,4.9,0.861,258.37,222.46,0,0,1,0,1,3,480120,8,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,21.435000000000002
15,15,0.5,77.3,88,0,43.6654,-79.3213,4,1,2,1.0,28,0,0,80,4.95,5.0,5.0,5.0,5.0,5.0,4.9,0.8008,283.12,226.73,0,0,0,1,1,1,411833,9,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,17.47
31,0,0.0,69.4,88,0,43.6654,-79.3213,4,1,2,1.0,28,0,0,80,4.95,5.0,5.0,5.0,5.0,5.0,4.9,0.7933,270.71,214.76,0,0,0,1,1,0,381184,10,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10.535
30,0,0.0,61.7,88,0,43.6654,-79.3213,4,1,2,1.0,28,0,0,80,4.95,5.0,5.0,5.0,5.0,5.0,4.9,0.7303,253.67,185.26,0,0,0,1,1,0,259534,11,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4.164999999999999
19,12,0.387,67.5,88,0,43.6654,-79.3213,4,1,2,1.0,28,0,0,80,4.95,5.0,5.0,5.0,5.0,5.0,4.9,0.5968,207.67,123.94,1,0,0,0,2,1,346898,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1.11
16,12,0.429,53.5,10,1,43.6624,-79.3333,2,1,1,1.0,29,0,0,69,4.81,4.9,5.0,4.9,5.0,5.0,4.9,0.6638,204.04,135.44,1,0,0,0,1,0,197392,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.925
29,2,0.065,57.4,10,1,43.6624,-79.3333,2,1,1,1.0,29,0,0,69,4.81,4.9,5.0,4.9,5.0,5.0,4.9,0.6805,226.44,154.1,0,1,0,0,0,0,251406,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7699999999999998
20,10,0.333,62.7,10,1,43.6624,-79.3333,2,1,1,1.0,29,0,0,69,4.81,4.9,5.0,4.9,5.0,5.0,4.9,0.7364,223.71,164.75,0,1,0,0,1,0,322508,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.04
0,31,1.0,61.9,10,1,43.6624,-79.3333,2,1,1,1.0,29,0,0,69,4.81,4.9,5.0,4.9,5.0,5.0,4.9,0.7797,242.83,189.35,0,1,0,0,1,0,384863,5,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.889999999999999
13,17,0.567,62.2,10,1,43.6624,-79.3333,2,1,1,1.0,29,0,0,69,4.81,4.9,5.0,4.9,5.0,5.0,4.9,0.8139,245.37,199.71,0,0,1,0,0,1,514456,6,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.47
18,13,0.419,65.8,10,1,43.6624,-79.3333,2,1,1,1.0,29,0,0,69,4.81,4.9,5.0,4.9,5.0,5.0,4.9,0.8318,246.97,205.43,0,0,1,0,1,0,584440,7,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.215
18,13,0.419,61.7,10,1,43.6624,-79.3333,2,1,1,1.0,29,0,0,69,4.81,4.9,5.0,4.9,5.0,5.0,4.9,0.861,258.37,222.46,0,0,1,0,1,3,480120,8,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.435000000000002
0,30,1.0,60.8,10,1,43.6624,-79.3333,2,1,1,1.0,29,0,0,69,4.81,4.9,5.0,4.9,5.0,5.0,4.9,0.8008,283.12,226.73,0,0,0,1,1,1,411833,9,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.47
1,30,0.968,58.3,10,1,43.6624,-79.3333,2,1,1,1.0,29,0,0,69,4.81,4.9,5.0,4.9,5.0,5.0,4.9,0.7933,270.71,214.76,0,0,0,1,1,0,381184,10,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.535
30,0,0.0,60.5,10,1,43.6624,-79.3333,2,1,1,1.0,29,0,0,69,4.81,4.9,5.0,4.9,5.0,5.0,4.9,0.7303,253.67,185.26,0,0,0,1,1,0,259534,11,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.164999999999999
27,4,0.129,61.0,10,1,43.6624,-79.3333,2,1,1,1.0,29,0,0,69,4.81,4.9,5.0,4.9,5.0,5.0,4.9,0.5968,207.67,123.94,1,0,0,0,2,1,346898,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.11
10,18,0.643,76.3,62,1,43.665,-79.3796,1,1,1,1.0,28,0,0,41,4.83,4.7,4.8,4.7,5.0,4.8,4.7,0.6638,204.04,135.44,1,0,0,0,1,0,197392,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.925
1,30,0.968,72.0,62,1,43.665,-79.3796,1,1,1,1.0,28,0,0,41,4.83,4.7,4.8,4.7,5.0,4.8,4.7,0.6805,226.44,154.1,0,1,0,0,0,0,251406,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7699999999999998
3,27,0.9,72.2,62,1,43.665,-79.3796,1,1,1,1.0,28,0,0,41,4.83,4.7,4.8,4.7,5.0,4.8,4.7,0.7364,223.71,164.75,0,1,0,0,1,0,322508,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.04
3,28,0.903,72.4,62,1,43.665,-79.3796,1,1,1,1.0,28,0,0,41,4.83,4.7,4.8,4.7,5.0,4.8,4.7,0.7797,242.83,189.35,0,1,0,0,1,0,384863,5,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.889999999999999
8,22,0.733,82.3,62,1,43.665,-79.3796,1,1,1,1.0,28,0,0,41,4.83,4.7,4.8,4.7,5.0,4.8,4.7,0.8139,245.37,199.71,0,0,1,0,0,1,514456,6,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.47
9,22,0.71,88.4,62,1,43.665,-79.3796,1,1,1,1.0,28,0,0,41,4.83,4.7,4.8,4.7,5.0,4.8,4.7,0.8318,246.97,205.43,0,0,1,0,1,0,584440,7,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.215
31,0,0.0,80.2,62,1,43.665,-79.3796,1,1,1,1.0,28,0,0,41,4.83,4.7,4.8,4.7,5.0,4.8,4.7,0.861,258.37,222.46,0,0,1,0,1,3,480120,8,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.435000000000002
30,0,0.0,78.5,62,1,43.665,-79.3796,1,1,1,1.0,28,0,0,41,4.83,4.7,4.8,4.7,5.0,4.8,4.7,0.8008,283.12,226.73,0,0,0,1,1,1,411833,9,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.47
21,10,0.323,79.5,62,1,43.665,-79.3796,1,1,1,1.0,28,0,0,41,4.83,4.7,4.8,4.7,5.0,4.8,4.7,0.7933,270.71,214.76,0,0,0,1,1,0,381184,10,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.535
0,30,1.0,77.2,62,1,43.665,-79.3796,1,1,1,1.0,28,0,0,41,4.83,4.7,4.8,4.7,5.0,4.8,4.7,0.7303,253.67,185.26,0,0,0,1,1,0,259534,11,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.164999999999999
29,2,0.065,77.5,62,1,43.665,-79.3796,1,1,1,1.0,28,0,0,41,4.83,4.7,4.8,4.7,5.0,4.8,4.7,0.5968,207.67,123.94,1,0,0,0,2,1,346898,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.11
13,15,0.536,90.8,28,1,43.6703,-79.3187,1,1,2,0.0,5,0,31,58,4.86,4.9,5.0,4.9,5.0,4.8,4.9,0.6638,204.04,135.44,1,0,0,0,1,0,197392,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-3.925
18,13,0.419,85.5,28,1,43.6703,-79.3187,1,1,2,0.0,5,0,31,58,4.86,4.9,5.0,4.9,5.0,4.8,4.9,0.6805,226.44,154.1,0,1,0,0,0,0,251406,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.7699999999999998
2,28,0.933,97.1,28,1,43.6703,-79.3187,1,1,2,0.0,5,0,31,58,4.86,4.9,5.0,4.9,5.0,4.8,4.9,0.7364,223.71,164.75,0,1,0,0,1,0,322508,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7.04
1,30,0.968,96.7,28,1,43.6703,-79.3187,1,1,2,0.0,5,0,31,58,4.86,4.9,5.0,4.9,5.0,4.8,4.9,0.7797,242.83,189.35,0,1,0,0,1,0,384863,5,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13.889999999999999
3,27,0.9,96.7,28,1,43.6703,-79.3187,1,1,2,0.0,5,0,31,58,4.86,4.9,5.0,4.9,5.0,4.8,4.9,0.8139,245.37,199.71,0,0,1,0,0,1,514456,6,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,19.47
4,27,0.871,117.5,28,1,43.6703,-79.3187,1,1,2,0.0,5,0,31,58,4.86,4.9,5.0,4.9,5.0,4.8,4.9,0.8318,246.97,205.43,0,0,1,0,1,0,584440,7,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,22.215
26,5,0.161,116.2,28,1,43.6703,-79.3187,1,1,2,0.0,5,0,31,58,4.86,4.9,5.0,4.9,5.0,4.8,4.9,0.861,258.37,222.46,0,0,1,0,1,3,480120,8,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,21.435000000000002
30,0,0.0,112.1,28,1,43.6703,-79.3187,1,1,2,0.0,5,0,31,58,4.86,4.9,5.0,4.9,5.0,4.8,4.9,0.8008,283.12,226.73,0,0,0,1,1,1,411833,9,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,17.47
31,0,0.0,116.3,28,1,43.6703,-79.3187,1,1,2,0.0,5,0,31,58,4.86,4.9,5.0,4.9,5.0,4.8,4.9,0.7933,270.71,214.76,0,0,0,1,1,0,381184,10,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10.535
